"anio","tabla","variable","definicion","pregunta_literal","universo_literal","regla_derivacion"
2012,"vivienda","P10","La forma de eliminación de aguas servidas está relacionada con la disponibilidad de servicio sanitario, baño o letrina.","¿El servicio sanitario, baño o letrina tiene desagüe... (1) al alcantarillado?, (2) a una cámara séptica?, (3) a un pozo ciego?, (4) a la calle? (5) a la quebrada, río?, (1) a un lago, laguna, curichi?","Viviendas",""
2012,"vivienda","P11","La energía eléctrica es considerada como uno de los servicios básicos de la vivienda.","¿Tienen energía eléctrica que proviene de… (1) red de empresa eléctrica (servicio público)?, (2) motor propio?, (3) panel solar?, (4) otra?, (5) no tiene?","Viviendas",""
2012,"vivienda","P12","El principal combustible o energía utilizada para cocinar también tiene relación con el medioambiente.","¿Cuál es el principal combustible o energía que utilizan para cocinar? (1) Gas domiciliario (por cañería) , (2) Gas en garrafa (3) Electricidad (4) Energía solar, (5) Leña, (6) Guano, bosta o taquia, (7) Otro, (8) No cocina","Viviendas",""
2012,"vivienda","P13","La disponibilidad de cocina se relaciona con las condiciones de habitabilidad de la vivienda.","¿Tiene un cuarto sólo para cocinar? (1) Si, (2) No","Viviendas",""
2012,"vivienda","P14","El número de habitaciones de la vivienda está relacionado con las condiciones de habitabilidad de la misma. En el Censo, un cuarto o habitación, es todo ambiente con una superficie suficiente para dar cabida a una cama o catre para un adulto.","¿Cuántos cuartos o habitaciones ocupa su hogar, sin contar cuartos de baño y de cocina?","Viviendas",""
2012,"vivienda","P15","El número de dormitorios de la vivienda también está relacionado con las condiciones de habitabilidad de la vivienda.","Del total de cuartos o habitaciones ¿cuántos se utilizan sólo para dormir?","Viviendas",""
2012,"vivienda","P16","La eliminación de la basura se refiere a la eliminación de los desechos sólidos.","¿Cómo eliminan principalmente la basura? (1) La depositan en el basurero público o contenedor, (2) Utilizan el servicio público de recolección (carro basurero), (3) La botan en un terreno baldío o en la calle, (4) La bota al río, (5) La quema, (6) La entierra (7) Otra forma","Viviendas",""
2012,"vivienda","P17A","La tenencia, disposición y/o acceso a Tecnologías de la Información y la Comunicación en los hogares.","¿Este hogar tiene radio? (1) Si, (2) No","Viviendas",""
2012,"vivienda","P17B","La tenencia, disposición y/o acceso a Tecnologías de la Información y la Comunicación en los hogares.","¿Este hogar tiene televisor? (1) Si, (2) No","Viviendas",""
2012,"vivienda","P17C","La tenencia, disposición y/o acceso a Tecnologías de la Información y la Comunicación en los hogares.","¿Este hogar tiene computadora? (1) Si, (2) No","Viviendas",""
2012,"vivienda","P17D","La tenencia, disposición y/o acceso a Tecnologías de la Información y la Comunicación en los hogares.","¿Este hogar tiene servicio de internet? (1) Si, (2) No","Viviendas",""
2012,"vivienda","P17E","La tenencia, disposición y/o acceso a Tecnologías de la Información y la Comunicación en los hogares.","¿Este hogar tiene servicio de telefonía fija o celular? (1) Si, (2) No","Viviendas",""
2012,"vivienda","P18A","La disponibilidad de los medios de transporte que posee el hogar.","¿Este hogar tiene vehículo automotor? (1) Si, (2) No","Viviendas",""
2012,"vivienda","P18B","La disponibilidad de los medios de transporte que posee el hogar.","¿Este hogar tiene bicicleta? (1) Si, (2) No","Viviendas",""
2012,"vivienda","P18C","La disponibilidad de los medios de transporte que posee el hogar","¿Este hogar tiene motocicleta o cuadratrac? (1) Si, (2) No","Viviendas",""
2012,"vivienda","P18D","La disponibilidad de los medios de transporte que posee el hogar","¿Este hogar tiene carreta o carretón? (1) Si, (2) No","Viviendas",""
2012,"vivienda","P18E","La disponibilidad de los medios de transporte que posee el hogar","¿Este hogar tiene deslizador, balsa, canoa o bote? (1) Si, (2) No","Viviendas",""
2012,"vivienda","P19","Se refiere a la relación que existe entre los residentes y la propiedad de la vivienda, sin referencia al terreno en el cual está ubicada la misma.","¿La vivienda que ocupa este hogar es … (1) propia?, (2) alquilada?, (3) en contrato anticrético?, (4) en contrato anticrético y alquiler?, (5) cedida por servicios?, (6) prestada por parientes o amigos?, (7) otra?","Viviendas",""
2024,"emigracion","e203_sexo","Esta pregunta se refiere al sexo de la persona que vivía en ese hogar, pero que emigro o salió fuera del país a residir a otro.","3. La persona es: 1 Hombre 2 Mujer","Todas las personas que actualmente viven en otro país de forma temporal o permanente que antes vivían en el territorio nacional en viviendas particulares con personas presentes.",""
2024,"emigracion","e204_ansal","Esta pregunta se refiere al año en el que la persona emigro o salió fuera del país a residir a otro, el año se encuentra entre el 1924 hasta la realización del censo.","4.¿ En qué año salió del País?","Todas las personas que actualmente viven en otro país de forma temporal o permanente que antes vivían en el territorio nacional en viviendas particulares con personas presentes.",""
2024,"emigracion","e205_edad","Esta pregunta se refiere a la edad que la persona tenía al momento de emigrar o salir fuera del país","5. ¿A qué edad se fue?","Personas que vivian en el hogar, pero que actualmente viven en otro país de forma temporal o permanente.",""
2024,"emigracion","i00","Es el número que corresponde a una determinada vivienda donde se realizo el empadronamiento.","Nro. de vivienda","",""
2024,"emigracion","idep","Corresponde al código que identifica al departamento de Bolivia donde se llenó el cuestionario censal. Un departamento es un espacio geográfico y es la unidad territorial de mayor jerarquía y la base de la organización territorial del Estado Plurinacional de Bolivia. Cada uno de los nueve (9) departamentos del país constituye una entidad autónoma con un gobierno propio, y está conformado por provincias, municipios y/o Territorios Indígena Originario Campesinos (TIOCs).","","",""
2024,"emigracion","imun","Corresponde al código que identfica al municipio o territorio indígena originario campesino donde se llenó el cuestionario censal. EL municipio/TIOC es un espacio geográfico y son unidades territoriales básicas del Estado boliviano. Bolivia cuenta con trescientos cuarenta y tres (343) municipios/TIOCs: - El municipio es la unidad administrativa y política básica del país, conformada por una o varias comunidades y/o centros poblados. Bolivia cuenta con trecientos treinta y cinco (335) municipios en el país. - El TIOC es un espacio geográfico, donde una o varias naciones o pueblos indígenas ejercen su autogobierno y su derecho a la libre determinación. Bolivia cuenta con ocho (8) TIOCs. Código al cual corresponde el municipio o territorio indígena originario campesino de residencia de la persona informante, dentro de cada provincia.","","",""
2024,"emigracion","iprov","Corresponde al código que identifica la provincia de Bolivia donde se llenó el cuestionario censal. La provincia es un espacio geográfico y es la unidad territorial que se encuentra dentro de un departamento. A diferencia del departamento y del municipio, la provincia no posee autonomía y su función principal es servir como un nivel intermedio de organización. Bolivia cuenta con un total de ciento doce provincias (112).","","",""
2024,"emigracion","pais_destino_cod","Esta pregunta se refiere al nombre del país donde reside actualmente la persona que salió de territorio nacional","20.2. ¿En qué país vive actualmente?","Todas las personas que actualmente viven en otro país de forma temporal o permanente que antes vivían en el territorio nacional en viviendas particulares con personas presentes.",""
2024,"mortalidad","i00","Es el número que corresponde a una determinada vivienda donde se realizo el empadronamiento.","Nro. de vivienda","",""
2024,"mortalidad","idep","Corresponde al código que identifica al departamento de Bolivia donde se llenó el cuestionario censal. Un departamento es un espacio geográfico y es la unidad territorial de mayor jerarquía y la base de la organización territorial del Estado Plurinacional de Bolivia. Cada uno de los nueve (9) departamentos del país constituye una entidad autónoma con un gobierno propio, y está conformado por provincias, municipios y/o Territorios Indígena Originario Campesinos (TIOCs).","","",""
2024,"mortalidad","imun","Corresponde al código que identfica al municipio o territorio indígena originario campesino donde se llenó el cuestionario censal. EL municipio/TIOC es un espacio geográfico y son unidades territoriales básicas del Estado boliviano. Bolivia cuenta con trescientos cuarenta y tres (343) municipios/TIOCs: - El municipio es la unidad administrativa y política básica del país, conformada por una o varias comunidades y/o centros poblados. Bolivia cuenta con trecientos treinta y cinco (335) municipios en el país. - El TIOC es un espacio geográfico, donde una o varias naciones o pueblos indígenas ejercen su autogobierno y su derecho a la libre determinación. Bolivia cuenta con ocho (8) TIOCs. Código al cual corresponde el municipio o territorio indígena originario campesino de residencia de la persona informante, dentro de cada provincia.","","",""
2024,"mortalidad","iprov","Corresponde al código que identifica la provincia de Bolivia donde se llenó el cuestionario censal. La provincia es un espacio geográfico y es la unidad territorial que se encuentra dentro de un departamento. A diferencia del departamento y del municipio, la provincia no posee autonomía y su función principal es servir como un nivel intermedio de organización. Bolivia cuenta con un total de ciento doce provincias (112).","","",""
2024,"mortalidad","m212a_mes","Esta pregunta se refiere al mes en el que falleció la persona que vivía en ese hogar, cuyo año de fallecimiento se encuentra entre el 2019 y 2024.","2 ¿En qué mes y año falleció? (mes)","Todas las personas fallecidas entre los años 2019 y 2024 que vivían en viviendas particulares con personas presentes",""
2024,"mortalidad","m212b_an","Esta pregunta se refiere al año en el que falleció la persona que vivía en ese hogar, el año se encuentra entre el 2019 y 2024.","2 ¿En qué mes y año falleció? (año)","Todas las personas fallecidas entre los años 2019 y 2024 que vivían en viviendas particulares con personas presentes",""
2024,"mortalidad","m213_edad","Esta pregunta se refiere a la edad que tuvo la persona al momento de fallecer y que vivía en ese hogar.","3 ¿Qué edad tenia al morir? ANOTE ""0"" PARA MENORES DE 1 AÑO","Todas las personas fallecidas entre los años 2019 y 2024 que vivían en viviendas particulares con personas presentes",""
2024,"mortalidad","m214_cov","Esta pregunta se refiere si la persona falleció por motivo de COVID-19 , si falleció por tal motivo el año se encuentra entre el 2020 y 2024.","4. ¿Murió a causa de COVID-19? 1.Sí 2. No","Todas las personas fallecidas entre los años 2019 y 2024 que vivían en viviendas particulares con personas presentes",""
2024,"mortalidad","m215_sexo","Esta pregunta se refiere al sexo de la persona fallecida por cualquier motivo.","5 ¿La persona era? 1. Mujer 2. Hombre","Todas las personas fallecidas entre los años 2019 y 2024 que vivían en viviendas particulares con personas presentes",""
2024,"mortalidad","m216_parto","Esta pregunta se refiere a mujeres de 12 años o más de edad que fallecieron por motivos relacionados a embarazo, parto o sobreparto u otras causas relacionadas.","6. Murió por alguna causa relacionada con: 1. Embarazo, parto o sobreparto (hasta 2 meses después del parto) 2. Otra causa","Todas las personas fallecidas entre los años 2019 y 2024 que vivían en viviendas particulares con personas presentes",""
2024,"persona","act_eco_2d_13","Esta variable derivada se refiere a la clasificación de la población ocupada en los diferentes sectores de la actividad económica. Describe al tipo de producción o actividad del establecimiento o unidad donde la persona tiene su trabajo. Se utiliza la Clasificación de Actividades Económicas de Bolivia (CAEB 2022) que toma las recomendaciones de la Clasificación internacional Industrial Uniforme (CIIU), información a dos dígitos (sección). La variable está conforme a las definiciones de ocupación establecida en la décimo tercera Conferencia de Estadísticos del Trabajo (13°CIET).","51. Principalmente, ¿qué produce, vende o a qué actividad se dedica el lugar o establecimiento donde trabaja?","Personas de 7 años o más de edad. No incluye a la población que reside habitualmente en el exterior y no declararon en las preguntas de condición de actividad.","Variable derivada de la pregunta P51 (actividad económica codificada) que corresponde a la clasificación de la población ocupada de acuerdo a la Clasificación de Actividades Económicas de Bolivia (CAEB 2022). La población ocupada incluye aquellas personas que respondieron autoconsumo en la pregunta P46 y a pasantes o aprendices sin recibir pago en la pregunta P48, conforme a las definiciones de ocupación establecida en la décimo tercera Conferencia de Estadísticos del Trabajo (13°CIET)."
2024,"persona","act_eco_2d_19","Esta variable derivada proporciona información sobre la población ocupada en los diferentes sectores de la actividad económica. Se refiere al tipo de producción o actividad del establecimiento o unidad donde la persona tiene su trabajo, para la clasificación se utiliza la Clasificación de Actividades Económicas de Bolivia (CAEB) que toma las recomendaciones de la Clasificación internacional Industrial Uniforme (CIIU), información a dos dígitos. Variable de acuerdo a las definiciones de la décimo novena Conferencia Internacional de Estadísticos del Trabajo (CIET 19°).","","Solo para personas de 7 años o más. No incluye a las personas que residen habitualmente en el exterior y que no declararon en las preguntas de residencia habitual ni condición de actividad.","Variable derivada de la pregunta P51 (actividad económica), que corresponde a la agrupación de la población ocupada de acuerdo a la Clasificación de Actividades Económicas de Bolivia (CAEB2022) a dos dígitos (sección), según las definiciones de la décimo novena Conferencia de Estadísticos del Trabajo (19° CIET)."
